lr,val_loss,n_params
0.0001,2.265572327375412,1761792
0.0003,1.8807602763175963,1761792
0.001,1.5127966046333312,1761792
0.003,1.3221407204866409,1761792
0.01,1.184870406985283,1761792
0.03,1.2172706037759782,1761792
0.1,1.3176669359207154,1761792
